Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2016-06-06,1899192,1634152,1783285,1407213,1467323,1575592,1435972,1647133,1949025,1395932,1143546,880505,735500,1345145,847139,726177,3412548,760200,718855,834943,607929,378894,434365,385016,2025066,528676,332354,299147,334309,344529,526365,3447667,414732,825334,1145239,438737,527883,590404,520869,423445,77687,63083,45316,64545,382159,210410,36338,106006,32464,29411,497594,617660,538300,426421,426943,484632,512646,616404,495471,1590479,665898,891639,656493,602994,804261,774311,1078061,647505,746756,668094,234836,284768,300098,251568,322971,216878,255989,270737,238284,243722,16447,31551,10270,9075,34492,12071,17523,15959,9023,16318
2016-06-07,1573520,2971807,1613324,1245444,1323220,1478190,1319559,1394962,1619287,1183659,1041131,906502,741745,1487916,823888,730023,3480157,813517,756991,1094564,544440,349416,399994,335211,1987367,569284,339935,320290,316375,334489,423421,3384195,365106,581182,960152,963410,393625,390783,429807,415777,76025,60028,44729,60498,292243,197431,34867,113440,32132,29398,463052,500884,576334,421768,414054,459511,498016,514013,469505,1509434,649321,1008916,583235,754147,678909,835353,1020916,700898,782222,689723,222668,268818,291293,240666,302063,204047,250233,277587,229943,254783,15591,31088,12154,9964,36154,14977,19223,17369,9769,18102
2016-06-08,1537337,1874050,1600932,1221536,1590679,1495785,1375817,1506654,1609197,1125637,1028301,860105,758931,1462358,873624,730185,3591414,871540,714546,1315690,498361,836738,398541,352147,2012435,516340,322861,341129,332481,346203,403660,3561144,418133,462338,943867,412233,359779,404250,439537,468776,86353,58333,44260,59638,294401,198158,34974,103303,32209,28856,479059,459637,576336,412663,399460,443610,606756,511851,458679,1570770,691157,760075,595970,629510,680390,773001,1147186,700751,668719,640847,231651,310035,282998,238170,297646,224063,263209,299608,232917,247090,17630,60481,9873,8563,29792,12165,15146,17066,8015,9695
2016-06-09,1559230,1622088,1621676,1216727,1442379,1476499,1341731,1980458,1729842,1093450,942479,814370,669016,1232490,765627,711681,3488734,976164,719039,771374,549459,390687,360830,343548,1959329,514487,304598,321959,325091,327008,393782,3453045,376757,454379,968954,420067,345965,420306,407009,698110,73809,57327,44084,59721,280789,194101,35135,97191,39835,29048,479880,452488,506554,427992,395337,457761,496899,516321,429995,1655905,605598,579634,553037,739883,585866,666160,1358729,604050,613300,612130,256550,431125,329819,275701,307104,268989,285137,340065,264860,287588,22166,69806,12932,10858,46616,15291,20236,18375,15824,12459
2016-06-10,1532049,1892895,1908358,1311866,1240812,1737957,1388330,1435887,1812757,1138215,952174,711228,582965,1074838,650601,595666,3154411,671390,608706,668044,569689,415411,356710,458966,2038762,490885,564280,401069,361474,424726,430526,3329518,484505,515731,919272,494384,375689,457639,428955,588186,75562,71440,46464,60820,295020,187498,35662,99205,30900,28602,527717,453428,511223,474137,392085,475883,480133,521893,440624,1652173,874320,664288,848947,688389,593748,784904,1390254,605167,677464,628927,259726,351828,357289,300577,310906,275771,295963,360611,368050,297090,15766,59840,9595,8731,32626,11769,17317,15391,8055,9689
2016-06-11,1753432,1694562,1926957,1634590,1223833,1687960,1374542,1591266,1876235,1206662,763935,597420,478382,812693,554661,479270,3060219,643128,539728,563295,556094,419853,464535,499791,1964971,555234,365499,385491,396248,400172,442601,3137219,602386,634439,839170,625219,362384,443308,524709,513190,107853,59309,49809,55564,286097,231822,33068,94898,28743,26757,565934,503124,556434,499521,381605,485396,486978,570137,481803,1517766,782502,735983,725295,741696,746494,754501,1138460,703326,750796,692067,279463,366538,337044,294172,336590,287853,311544,353356,304485,281305,12642,63979,9546,7962,33651,11137,14039,18397,9362,8844
2016-06-12,1852133,1591144,1854849,1611516,1526861,1596575,1748947,1715412,2244437,1528330,1659501,741731,636581,991880,757234,581035,3150479,728341,609324,634942,596401,424789,504605,513810,1965527,632333,412616,484952,460371,472264,677154,3757728,608099,686206,1042618,670023,1206966,570011,635914,698224,81064,61634,42529,61722,292405,266731,32822,95889,31016,27412,682499,584505,592232,517285,457496,537278,573179,508180,462268,1482485,975894,793481,740892,875749,1108424,891507,1312384,794308,1040321,828168,277222,365225,339908,310648,358307,276879,308627,362819,275243,281497,14808,60439,9438,8177,38397,11504,16352,17615,8931,9051
2016-06-13,1923452,1525537,1717248,1520212,1473354,1795060,1815055,1387674,2366929,1790723,964375,833131,674997,1246872,818354,709357,3376760,963791,750889,815708,541973,463985,465061,493599,1899993,630559,395720,408712,491920,442318,586459,3715308,709683,543800,1132657,554723,583704,512149,625995,672145,88898,68154,49322,68866,366250,314903,37308,99885,37640,30725,569006,493047,560308,477883,437920,535433,583265,567492,514188,1590843,824463,757683,650600,709449,1061064,1472144,1290770,662529,860197,811810,228087,304484,308887,286211,305967,250733,260940,303135,231636,240202,17656,73511,12125,10875,45552,14477,17563,18381,10628,11698
2016-06-14,2102537,1599591,1642210,1404973,1231817,2808872,1463201,1444067,2109056,1394061,848179,859873,687427,1285251,840680,846680,3420517,2306829,707222,853131,509054,497530,438465,403140,1882298,836958,364193,437433,385783,434443,563091,3450804,517795,458550,1222820,508192,618170,753638,812261,561747,82189,66022,47268,67268,381495,332766,37286,116338,34871,29985,540697,472791,497312,442186,455646,446252,501459,506321,719952,1518236,641577,663256,525087,607907,839353,851326,1095402,594238,688549,798084,233564,281199,307649,260978,452278,227087,261572,266850,211662,232580,19712,68365,12795,10939,44103,14900,18917,20968,10957,12052
2016-06-15,1534922,1673940,1664800,1292959,1315886,1557978,1376500,1493024,1822845,1275108,837764,859439,688396,1141999,766911,778636,3345925,1163363,686056,905050,536985,656017,405011,447864,1911884,516176,384124,410378,372738,405515,482845,3338104,492686,481072,1047131,564562,487364,454894,648690,503457,79323,63519,50806,67325,358211,325123,86125,96941,36396,30489,549622,619896,531761,497185,449985,444119,486859,516289,526397,1560274,690891,680034,519243,659526,1041653,762433,1208262,652833,696841,928419,222386,280308,289766,254063,306231,212823,254644,260987,197369,362918,21320,70394,12576,11573,46788,15662,21085,21397,11516,12748
2016-06-16,1451482,1612339,1751056,1325336,1191611,2003727,1487148,1553288,1645974,1153031,761574,758404,628430,1036800,783598,711869,3223474,698393,654189,1087154,519309,415024,432572,425699,1843246,566526,396766,387668,338472,444795,583861,3573396,649183,530949,1037343,533141,450058,455427,512936,526489,82075,72054,51407,73331,417692,321007,38171,96461,38652,31950,655159,629050,534162,461459,396139,480360,501086,493968,450996,1536032,683417,641786,619877,741682,770195,760555,1069508,1024836,821047,827952,208675,277136,284049,249795,300360,207549,258978,271294,203055,276982,24334,76431,15950,12218,48797,18086,20315,23715,12426,21558
2016-06-17,1820356,1815269,1802263,1499159,1301189,1841502,1550812,1494471,1606926,1378480,678646,637103,538250,890833,638097,677746,3192841,833164,714483,729359,622202,436255,411801,403505,1882800,533224,338983,309446,340714,325050,516961,3583746,467486,420360,954510,433130,401903,417219,574778,514483,78728,60695,49034,78258,378643,312274,54621,95960,33859,30547,501665,556624,477220,455821,368086,427517,458652,468044,440492,1674066,860895,734758,637661,688226,637727,928571,1169553,726634,696961,693227,220864,295126,305720,265194,287845,211359,253814,328884,221734,282077,19657,65165,10331,9269,37992,13045,18785,19234,9510,10534
2016-06-18,1510524,1547877,1608481,1352220,1175223,1637611,1458405,1352201,1589579,1207258,657584,566657,494030,751968,552422,537506,2994878,688092,503412,592657,480919,404965,371204,397059,1887760,460840,331102,360406,342309,386137,432757,3169908,420002,368056,955621,407863,451475,348409,529771,497688,84487,61700,46577,69024,392089,258268,38786,94122,36177,27565,502977,505602,439358,450154,408441,370110,450802,486374,475617,1318481,755731,696213,639901,684744,765900,731307,1001119,804438,768425,725328,237068,299792,313620,269048,313150,220939,263510,331743,215448,284117,14496,51093,8368,7436,29575,10721,11843,13825,6792,8000
2016-06-19,1644755,1911612,1853688,1497266,1305708,1778586,1659978,1461558,1920133,1304528,734992,621093,577754,788968,606232,511885,2929970,827020,582284,585602,545599,440987,400545,459026,1967874,483535,418884,394341,338955,489498,458187,3303449,460433,500274,1061728,471650,622992,418032,691714,638988,88597,60496,43827,60918,491311,236704,35993,110974,31759,27952,535662,705917,477294,456912,426704,446805,503517,576701,659863,1364766,762822,931303,994096,837986,814331,824451,1067877,855490,948673,768373,244470,313157,327194,303873,331994,269278,286305,307152,221204,299550,15678,63973,9239,8494,40319,10422,15623,14866,7626,7998
2016-06-20,2352342,1723838,3062939,2353845,1535383,2054170,1584412,1447646,2109576,1362207,960769,750657,663291,1073151,745029,743611,3194259,934953,661454,778535,534929,384740,389722,408776,2041930,532689,451782,321154,324578,465920,481610,3480329,608296,547079,1104215,468099,578432,489406,564117,437564,91604,61349,45998,57046,468768,284032,40378,103332,35093,31699,728841,713989,510818,443740,410976,539946,516696,464466,487580,1464891,641037,722058,584968,719867,625709,789816,1013911,679915,646366,664847,270557,288500,305932,265642,308597,235451,258975,275843,190291,283115,16348,50045,8081,8077,23891,13921,14323,15336,7917,13191
2016-06-21,1588028,1528670,2258868,1515872,1277457,1503683,1429559,1354860,1604834,1296561,1055016,758927,641496,1046130,742413,741904,3140935,744496,1245491,753563,481401,356111,365441,457761,2160001,498030,370331,313921,338740,357730,500800,3496107,508219,650632,1126227,538036,522187,461514,588222,456786,94923,59211,46317,51902,334304,275790,38263,108154,34878,32966,684431,528668,535832,443441,400785,480797,466170,424588,448426,1510862,644377,634838,544790,671226,600732,748803,983096,759932,618003,619043,234977,263079,298189,263275,316283,221853,278999,283401,198553,242602,16815,56992,7685,9613,18869,13876,14531,16217,8484,11727
2016-06-22,1469694,1428485,2979393,1492063,1263951,1686130,1413742,1393067,1506099,1249530,1050220,723454,626070,1003790,792965,800877,3124975,843583,689616,736846,556099,375043,361632,511533,2152655,491138,314757,295401,308536,354171,554128,3413070,458198,501922,1255127,441645,406897,459213,690426,446286,83065,59770,46814,54660,340093,216185,39279,103812,33225,36735,647621,434396,571776,437796,395866,430436,480224,448785,573720,1470422,683258,632658,710764,1087933,678193,1641248,1102710,726037,678518,705647,220117,278104,308895,259968,310220,214035,276741,280846,204613,343411,16722,49389,7351,11025,17903,13806,14558,14209,7879,11829
2016-06-23,1419421,1437328,1954050,1450523,1201620,1467252,1364720,1355708,1562013,1144141,852658,676749,600786,919809,685053,745174,3100684,685861,606044,631280,515799,351239,354199,395668,2062204,466833,302613,269034,280605,353322,618428,3403607,384400,435499,946004,417268,322447,353113,422242,456293,79156,51153,49443,55908,244174,493916,43008,97276,40129,35998,539210,417190,456676,407499,415988,404844,423083,422027,388343,1460023,673802,653952,642458,716302,765491,941152,1072569,1019806,613877,596357,213665,307715,299530,274277,306329,211182,276740,292000,248085,251114,16325,68528,6522,8719,19311,12551,13618,15996,6688,10971
2016-06-24,1449676,1451969,1553006,2278123,1251844,1331846,1318065,1986877,1612307,1143082,622710,577717,615353,904338,719739,604283,2984914,557665,567713,584175,522929,358660,521667,353691,2044608,460855,369611,301801,391810,421483,660769,3482043,534043,593087,841845,420994,317506,340539,403605,338020,76798,45735,47906,49720,217546,152598,36338,96143,34689,29838,482002,570590,488754,404409,424262,386450,431660,395940,414116,1481151,1261651,748278,966734,1017319,1443674,1031350,1287953,829384,665853,618437,207956,283852,320036,301948,337201,206302,291261,311941,299764,278476,14737,55821,7202,8133,19074,12210,12175,15224,7020,10356
2016-06-25,1384930,1393068,1921064,1766762,1300822,1312181,1324181,1599834,1632910,1141099,614649,519526,505454,767360,632376,497990,2845734,570620,476741,529257,504845,342146,401887,371898,2032035,393261,349914,316181,358663,404460,410118,3100703,587015,486549,985252,439488,415599,349020,624545,480410,73741,41338,46910,42651,163379,130337,33755,93221,30945,28999,466866,412262,457333,427115,516896,364253,395477,401005,386060,1297715,868356,687898,745797,981119,1098268,911708,1117202,842242,767695,703877,216398,345360,415911,367029,323012,235574,310320,323197,271282,281927,10765,57903,5506,6446,14629,10079,9814,13212,5990,8526
2016-06-26,1658138,1519114,1893319,1696241,1413091,1600873,1609795,1562591,1776250,1253123,991410,562922,569870,904745,791526,531768,2926681,657309,553538,624869,523111,471835,434361,725381,2044044,495936,373176,418291,637389,521223,754739,3296562,633531,655758,1043579,572780,530212,545657,1117514,549613,74332,43473,44937,44225,181835,130904,34548,95134,32206,29130,517664,434596,473524,427293,414727,413639,460092,423448,602466,1460887,880493,720193,789958,911242,1018583,816973,1060148,752699,813804,745980,233259,332758,407843,336308,327418,249054,323694,312305,262301,260956,13262,72175,8625,8161,16992,13453,13077,14006,7838,17554
2016-06-27,1955771,1499951,1817105,1881890,1505614,2595990,1675011,1612783,1879288,1497288,1127664,642901,711340,1054416,801802,705836,3104539,1198966,947804,721541,481940,646563,442307,499237,2177985,531980,417440,365168,484343,366089,1085778,3566210,627744,636602,1186761,647520,471612,582212,2081280,572894,78593,47611,46590,48940,208817,148007,36679,99553,34935,31173,545706,491489,534132,432298,557959,420155,492499,527063,466777,1491570,727140,582644,687124,766637,817558,741977,1082305,620584,628961,568476,207401,336411,320057,286316,303570,225394,276084,282972,240902,284981,14822,65359,6890,8464,19544,12618,13527,14878,7319,10506
2016-06-28,1448856,1451840,1567819,1538656,1451518,1909057,1380074,1814664,1995192,1251816,927493,686450,627953,1013385,717522,733824,3147584,737665,744755,713200,397750,460677,466281,348446,2052576,497732,470330,306272,444439,308219,1165668,3358548,455706,851220,995454,480419,389298,393528,897618,424719,79352,47408,51186,49212,239085,147297,36042,97983,35468,31655,510292,413205,492190,430484,537961,390206,456132,487758,390233,1464804,648007,616238,686303,726165,769574,865833,1007179,876749,656639,645722,210936,334110,288255,266156,301664,229801,296825,328805,241567,237870,14933,40131,7466,9119,23738,13048,13880,19324,7495,10544
2016-06-29,1319421,1398686,1739712,1359165,1446912,1556201,1256799,1535937,1514816,1190822,698907,660210,1363126,963673,662217,628479,3038096,633386,659500,640717,440451,351381,340768,315680,1994897,486874,400744,275569,319718,283238,629072,3295537,385660,532687,915774,423740,340084,359931,560005,425669,81117,48600,50548,48019,269995,145692,35477,99811,35928,31783,416644,369113,456174,380829,417676,382446,408113,426556,377325,1478090,645433,616833,1470301,778883,693200,810465,1033070,740738,850724,678571,213788,316882,297811,257553,306173,235147,298101,312572,230978,241780,18090,47422,9103,10464,35928,15642,18842,20303,11339,12155
2016-06-30,1317692,1458623,1495536,1438693,1168037,1440064,1531707,1481630,1481235,1286495,660986,646134,527581,930378,633225,587663,2979418,625861,568000,635097,512763,355692,349604,343501,2004029,496718,349593,307243,334963,346149,570134,3267366,391433,504858,1223297,436428,373195,339765,570485,435033,81469,46008,48541,50842,202206,141118,34747,93213,33721,33458,420968,365410,480805,376542,385326,379009,412011,423254,407258,1429547,591886,766479,743525,795643,968905,677326,948576,595880,648296,613635,215355,303971,275810,244920,289259,229572,270396,293612,229759,245883,14328,31408,6364,8190,17575,12816,12848,16468,6579,9602
2016-07-01,1961512,1437760,1509780,1497737,1149747,1471227,1316616,1576214,1418821,1706187,603065,547210,454673,793699,575591,563658,2882647,589187,488312,576410,469244,460940,366412,336789,1976845,444350,431123,279068,310747,356137,500090,3189459,651909,430932,930898,434302,311463,367670,484468,399752,73447,42512,46432,52006,205092,129223,34746,41983,33280,30793,482292,514586,472489,384184,382403,391076,386269,403279,386027,1410539,643060,637387,689730,671230,750937,708084,915357,836306,851457,610494,232873,314927,273361,255453,295925,280760,277642,309628,291223,293345,14719,28823,5513,7584,15523,11316,12259,13710,5927,9626
2016-07-02,1386360,1420505,1584277,1383422,1111503,1492173,1961705,1594344,1410346,1566487,556028,524574,500652,664418,621191,592406,2759288,584356,465171,503785,484995,601946,359429,342112,2006087,509288,409476,460264,417610,343510,767949,3026789,480940,534005,806498,461709,504211,320229,593606,420203,70084,44693,42868,44879,173291,119946,31346,40094,29728,27992,506308,525296,482311,367641,401972,467478,455590,392227,380255,1304468,891934,648949,772076,799029,850653,805409,997087,964312,980369,740394,229653,334661,294623,256088,309404,288837,275651,301106,242163,276051,9698,23402,4035,5470,13307,8345,9950,9829,4772,6720
2016-07-03,1400696,1646742,1631814,1435279,1164810,1791596,1638301,1553489,1536809,1407079,626369,617831,470060,783329,596274,740191,2769905,592797,478464,553331,520537,581850,372417,422299,2119812,531842,381183,586305,404583,410312,755086,3166469,516574,519195,965104,492828,537451,471839,902843,526799,74287,41139,45354,49143,170951,122708,34525,41331,32203,29511,503228,519360,513095,418915,530895,422032,448991,397699,373690,1424063,803031,712734,816332,751042,750952,853382,1036441,775769,1029883,854068,250462,380892,321837,292115,328651,273964,300851,359449,236984,265722,12735,26045,6597,6628,14665,10982,12179,11968,5597,14557
2016-07-04,1732172,1698376,1587075,1365348,1237524,1636510,1488067,1551405,1567791,1377564,716448,662016,529516,889515,656646,615623,3017922,614665,522257,617918,500234,417638,347551,348216,2016734,577143,351312,366215,336211,333851,485438,3239641,428925,410101,957535,413833,367265,414210,481755,393952,76762,44200,44533,57130,161414,140436,35691,44399,33577,40146,461947,464979,524222,404609,447365,413474,430296,387342,368055,1415803,734809,612713,695994,656255,608404,748743,943577,884250,835077,741610,243004,339437,300785,281856,316176,285084,294245,343086,256543,263000,17433,39137,7362,8726,32757,15124,13261,17197,10592,10166
2016-07-05,1633118,1634044,1518782,1265390,1259046,1500354,1358051,1443908,1512167,1263499,925632,685231,566555,937057,679204,607221,2969481,638635,535763,653914,419175,370465,351063,327056,1957170,466361,315097,281740,304561,385275,469677,3296070,424664,568899,924485,417732,337857,403922,461466,387141,75322,41890,43207,50890,174225,134218,36961,43366,33229,33008,435390,442466,529322,386240,401652,387237,414403,637736,408778,1364889,714978,568458,639033,637228,720393,1216555,1170745,804592,775934,751286,261283,351482,293454,260340,307862,296481,290974,581311,286310,336230,14856,26877,6934,8360,18970,12438,13012,17523,7084,9961
2016-07-06,1471606,1613463,1557918,1618493,1357002,1613254,1327312,1752325,1477162,1413884,736747,663166,523496,910013,652321,724354,2951042,744489,534813,615885,461904,327033,331195,377524,2013512,412462,374941,296409,317807,320415,474177,3319930,569520,418564,1191098,397917,377403,600279,422384,453620,73736,43367,47425,49134,184777,137614,37218,42808,34162,30821,487606,426302,515586,394663,420563,409561,401703,413303,422962,1486381,752179,536342,565961,741696,652816,743694,1137804,837458,839910,637300,278510,358418,305902,259688,306818,293660,280418,400410,273388,246542,13793,27466,6587,8616,21249,12446,13184,20324,7690,9640
2016-07-07,1501702,1821175,1668497,1585998,1273323,1948114,1335815,2319874,1472902,1259544,930569,642154,499829,868332,620478,589194,2915741,695580,527642,606518,476387,355065,319005,446369,2018636,456590,359541,449831,568285,542372,544523,3141014,409188,483289,946712,513804,452495,364440,496043,651231,70622,43473,48505,55646,202937,126715,46819,43077,36477,31080,539351,425930,536079,583496,459421,497757,423519,398571,467573,1602239,830653,571276,595149,827738,630360,759254,1096636,812985,784875,598470,284904,402695,299730,271405,318493,299918,274736,347949,258077,264148,13958,30286,6601,8523,19796,12954,13043,14015,8389,10360
2016-07-08,1520271,1703680,1472635,1554449,1257533,1987312,1387217,1843078,1386847,1574767,568421,595410,426026,727517,549546,503147,2836619,588424,447698,539647,466716,356520,287889,381802,1961593,396644,315498,344508,509067,343628,431125,3114647,356865,355422,811786,437862,339479,342292,426776,379868,73809,44483,44863,54297,219162,120340,36598,48222,36818,31612,485924,440289,470705,520587,375869,432407,438818,387965,436094,1388866,922476,593804,597201,857467,766874,786502,1012940,1013891,670239,612619,321445,452472,343600,309317,373713,326871,335551,510464,282744,298514,12765,26471,5654,7063,15882,10987,11032,11560,5833,8718
2016-07-09,1441776,1866922,1763735,1749156,1329913,1595055,1368464,1450996,1697510,1565398,541468,520273,407397,639651,504439,427869,2694874,716197,408545,483188,477268,359048,269410,331114,1917019,401387,281589,298125,372444,285281,390459,2976670,311659,377148,686057,359083,468475,449793,382414,365581,77637,39608,47642,44933,146384,120800,34589,40223,33803,28189,393160,387104,432135,392873,346795,452234,394651,373911,396162,1260577,1008555,685958,769029,789869,884248,925706,1112564,895861,786191,801329,286545,397828,318458,294563,328907,286540,302518,381062,242413,269685,10073,21269,4613,5557,13416,9188,9406,9775,5456,6571
2016-07-10,1498998,2570475,1843501,2159359,1691110,2679439,1836385,1503932,1707213,2562292,760610,626866,508797,900783,739698,685970,2884895,875967,552404,625530,525115,423160,492796,490163,2066179,491668,328132,496192,555307,501761,490659,3531828,469602,439304,1175419,501783,476163,428036,450000,554064,73288,38312,39471,43043,131757,116268,34170,38925,31037,27413,475975,416065,486688,532717,547146,468274,438190,675806,495850,1487521,1085980,774491,886455,1054225,809241,937356,1162380,890361,1162602,993778,289328,420175,347228,301055,348792,344873,307556,398693,234695,312080,9535,22855,5821,6142,14062,10755,10712,10469,5385,15423
2016-07-11,1494292,1578225,1638303,2202490,1652114,1821201,2094027,1499860,1461074,1732008,682827,718251,523205,882539,749017,572310,2973897,740698,564800,683516,544939,391127,472478,458872,2069506,481208,370172,387125,420361,459585,463473,3872169,405699,442798,1182411,489964,392967,669609,483420,466627,73286,43734,49414,49032,204803,133137,38034,43600,68286,39307,487324,479494,458864,471080,381884,422037,446504,876632,461904,1533693,989631,926358,692800,799454,809537,839895,1194230,964364,987714,1083074,325875,376259,312467,290605,326258,293395,277190,340002,231484,250693,15160,26798,6711,7811,18950,12316,13382,12927,6244,12553
2016-07-12,1454333,1448939,1336064,2080027,1255700,1463000,1911846,1272653,1336206,1438985,586389,699002,536632,903874,673650,862950,2931630,695404,537553,673702,653399,499804,371542,348055,2060322,445202,328901,326717,375965,324950,398277,3788317,379899,444428,949509,417243,629885,487816,396436,492822,81149,43880,47374,50109,201662,135809,46344,44100,45435,38022,392293,539240,427344,454791,348332,425067,407516,395182,462002,1395585,805576,1131306,598117,758469,906938,1061605,1012989,833794,883077,780286,371464,345003,436368,357755,333585,317716,293080,361303,264707,250799,16015,29998,6507,8201,16829,13097,13657,14097,6893,10469
2016-07-13,1355734,1456534,1261540,2255697,1153333,1422936,1904768,1370259,1315718,1298622,587364,679858,630421,1002273,626047,644749,2926728,617408,536233,614597,485569,352483,338257,329160,1987500,440150,338654,285271,320188,286783,405515,3882976,884934,373838,936914,504825,374202,471737,439633,516242,68955,45994,45550,50575,194814,132687,36514,43190,42434,45615,754049,537779,438097,395695,334633,387590,364277,383650,403328,1362341,843574,859388,623475,726376,802735,916860,983165,839521,964514,676387,338899,321768,358692,366022,319633,270352,275078,340608,258595,241597,18056,32215,6571,8301,17314,12753,12769,14324,7542,11713
2016-07-14,1312461,1514871,1260360,1979722,1068170,1438816,1699199,1323226,1329832,1320627,541322,687739,536996,856706,608178,587000,2918123,603834,525482,646017,461305,333535,423321,350680,2132139,430770,372887,365855,339552,295814,453933,3385128,554847,353475,894397,462753,374695,429168,401443,446945,72699,43951,42954,47551,189682,130934,35893,41775,33568,31782,916437,506537,417710,395305,347974,403931,386683,374470,378382,1671651,749248,788537,623338,661671,636937,906134,898874,817548,713570,648521,347269,361237,308607,325997,311817,331690,272440,328456,276567,236088,13886,30892,6935,8278,18537,12912,13705,14981,7463,8882
2016-07-15,1411094,1346351,1165978,1954913,1170779,1369618,1888391,1441042,1311712,1200882,494479,596079,477203,908993,587750,528678,2876707,577953,465708,671755,433699,299581,427285,315180,1907826,409687,307762,265510,306382,238043,471685,3119278,347292,369331,826767,409439,411003,724799,376421,363848,67903,41040,48599,44398,184419,124554,34130,55083,33426,32083,355259,585320,416091,382154,358759,413633,378676,378910,375484,1626641,772512,621750,565440,993247,567675,757891,1163041,821606,635352,686773,343606,355277,301489,311935,312117,292549,266739,337786,297704,314090,17317,29116,6776,7636,18826,12114,12639,14006,8400,8880
2016-07-16,1404935,1336041,1216200,1920527,1223491,1366593,1928384,1285063,1387989,1561255,433942,497520,396370,779961,519643,410848,2704093,506297,395592,498414,412170,295405,331047,316928,1829403,386241,330294,258365,349349,239201,426828,2825861,329773,411402,684914,378225,377917,624893,321267,288874,65599,38141,39527,41320,166023,111991,34194,38110,33843,28532,337855,566851,437134,368433,322299,415110,368170,392618,354390,1363135,1212350,725740,656817,823787,664372,841618,973192,916958,989727,688804,321249,352867,288413,306950,332443,250982,265582,337721,270061,278816,18091,24818,5161,5999,15066,10178,10072,12261,6142,7153
2016-07-17,1841484,1575519,1364832,1812058,1401458,1724281,2070705,1336954,1604713,1581096,541988,541826,512076,745911,532381,484245,2745394,509655,461792,570720,461116,329410,327907,306749,1834400,394263,332061,297505,277849,257046,444483,2996505,374247,419621,810520,470177,474908,463943,525474,345385,64621,41327,43851,43248,144640,114489,33572,40013,32611,27970,387045,532086,485143,444673,348556,408003,418964,392297,415563,1424287,976726,855962,681715,953592,809788,1114992,1001823,982848,1386441,830738,339123,368674,380408,295989,329978,268653,279516,439874,264525,362154,16171,23952,5028,6701,14376,9678,10027,15903,5446,8070
2016-07-18,1600601,1405650,1405200,1716661,1360801,1569813,1796934,1307952,1529967,1433972,613491,609648,534146,875851,631081,553372,2983986,604553,538308,641741,412183,368133,342148,292034,1933531,430914,345234,281743,268337,274797,386259,3177793,344609,368131,894783,367134,422239,432586,404976,319952,65150,41907,47582,44428,262385,133330,35923,42982,44101,29577,427771,506788,450727,447645,378485,414542,399399,397682,447997,1398908,943427,850048,766072,969971,932393,1113709,1051378,1149268,1152782,793352,298615,340903,279736,296725,355435,249647,266923,343660,267165,301165,18727,29666,8431,10045,18003,14945,14950,16819,7794,21974
2016-07-19,1502375,1490217,1624875,1564303,1467239,1582382,1692945,1335344,1957661,1236821,564758,633007,527808,835864,630229,534973,2996503,574375,537390,723066,488407,416852,341888,310662,1922562,410970,358134,282824,283365,314998,368592,3115771,335054,356283,898413,377379,351764,400176,368026,288885,68314,42786,47485,42229,187053,132847,35463,41802,36920,29294,413063,487449,455088,467997,395151,403575,433981,400603,477850,1409245,682119,677142,619755,674980,720105,827587,952774,782224,979940,723910,320061,344207,266355,262283,339942,247791,266611,339477,283909,359084,15467,27671,5792,7764,14292,11311,12817,11943,5807,9706
2016-07-20,1392036,1488355,1665666,1712719,1274692,1581299,2203886,1319290,1833179,1176956,545125,611795,518642,800105,609753,509887,2990992,681055,587686,616723,510523,316427,333288,319882,1875634,515094,341890,291424,278265,314063,368298,3164749,386130,332604,834626,396066,373033,391340,320052,284774,64635,44709,43156,41962,174941,131533,33949,39775,38148,29188,378773,421408,460653,415362,471116,399570,685060,381370,390825,2868668,706670,676013,636269,969610,578211,755486,890652,624218,949609,765033,313757,385426,265019,283787,326418,222307,255356,354627,281165,248520,13954,27522,5860,7784,15046,11766,12029,13723,6014,8900
2016-07-21,1371784,1487888,1529206,1553804,1248721,1587613,1907026,1610356,1617901,1135245,551124,623975,514773,807493,669297,503335,2883629,690353,528162,630495,396108,347870,340187,292098,1928554,442933,402745,368736,305569,366579,392900,3118474,399789,337364,851757,438690,387037,417018,352179,322201,75776,42725,43111,41900,188553,134761,34381,43487,35196,29996,380652,412544,444105,475404,362636,387027,454383,390011,405081,5840814,803917,731576,647355,684902,555383,742052,952777,846154,719290,616774,317514,389866,262032,269920,314397,222400,256937,299013,274878,265268,13285,28327,5948,7304,15430,11553,11870,15109,6609,12569
